PlayerName,Region,FGM,FGA,FGPer,FGAPerZone,MakesAssisted
Josh Earley,Rim,10,13,76.92%,65.00%,10.00%
Josh Earley,Short MR,0,3,0.00%,15.00%,NA
Josh Earley,Long MR,0,4,0.00%,20.00%,NA
Josh Earley,NBA 3s,0,0,NA,0.00%,NA
Myles Pierre,Left Wing 3s,1,3,33.33%,5.77%,0.00%
Myles Pierre,Above Break,7,17,41.18%,32.69%,0.00%
Myles Pierre,Right Wing 3s,1,1,100.00%,1.92%,0.00%
Myles Pierre,Rim,6,11,54.55%,21.15%,0.00%
Myles Pierre,Short MR,2,6,33.33%,11.54%,0.00%
Myles Pierre,Long MR,5,14,35.71%,26.92%,0.00%
Myles Pierre,NBA 3s,4,12,33.33%,23.08%,0.00%
Darius Perry,Left Wing 3s,0,1,0.00%,1.05%,NA
Darius Perry,Above Break,13,31,41.94%,32.63%,84.62%
Darius Perry,Right Wing 3s,8,11,72.73%,11.58%,100.00%
Darius Perry,Rim,10,21,47.62%,22.11%,20.00%
Darius Perry,Short MR,6,9,66.67%,9.47%,0.00%
Darius Perry,Long MR,8,22,36.36%,23.16%,12.50%
Darius Perry,NBA 3s,13,28,46.43%,29.47%,84.62%
Chris Lykes,Left Wing 3s,5,8,62.50%,4.68%,60.00%
Chris Lykes,Above Break,19,49,38.78%,28.65%,21.05%
Chris Lykes,Right Wing 3s,0,7,0.00%,4.09%,NA
Chris Lykes,Rim,27,51,52.94%,29.82%,11.11%
Chris Lykes,Short MR,6,18,33.33%,10.53%,0.00%
Chris Lykes,Long MR,18,38,47.37%,22.22%,16.67%
Chris Lykes,NBA 3s,20,47,42.55%,27.49%,30.00%
Rodney Miller Jr,Left Wing 3s,0,0,NA,0.00%,NA
Rodney Miller Jr,Above Break,0,0,NA,0.00%,NA
Rodney Miller Jr,Right Wing 3s,0,0,NA,0.00%,NA
Rodney Miller Jr,Rim,24,36,66.67%,54.55%,33.33%
Rodney Miller Jr,Short MR,12,27,44.44%,40.91%,16.67%
Rodney Miller Jr,Long MR,1,3,33.33%,4.55%,0.00%
Rodney Miller Jr,NBA 3s,0,0,NA,0.00%,NA
Anthony Walker,Left Wing 3s,0,3,0.00%,10.00%,NA
Anthony Walker,Above Break,1,4,25.00%,13.33%,0.00%
Anthony Walker,Right Wing 3s,1,1,100.00%,3.33%,100.00%
Anthony Walker,Rim,7,13,53.85%,43.33%,57.14%
Anthony Walker,Short MR,4,8,50.00%,26.67%,75.00%
Anthony Walker,Long MR,0,1,0.00%,3.33%,NA
Anthony Walker,NBA 3s,1,6,16.67%,20.00%,0.00%
Kameron McGusty,Left Wing 3s,1,6,16.67%,3.26%,100.00%
Kameron McGusty,Above Break,19,48,39.58%,26.09%,42.11%
Kameron McGusty,Right Wing 3s,4,13,30.77%,7.07%,50.00%
Kameron McGusty,Rim,31,53,58.49%,28.80%,38.71%
Kameron McGusty,Short MR,12,32,37.50%,17.39%,8.33%
Kameron McGusty,Long MR,12,32,37.50%,17.39%,33.33%
Kameron McGusty,NBA 3s,15,39,38.46%,21.20%,40.00%
Quinn Slazinski,Left Wing 3s,0,0,NA,0.00%,NA
Quinn Slazinski,Above Break,2,4,50.00%,66.67%,100.00%
Quinn Slazinski,Right Wing 3s,0,0,NA,0.00%,NA
Quinn Slazinski,Rim,0,0,NA,0.00%,NA
Quinn Slazinski,Short MR,0,0,NA,0.00%,NA
Quinn Slazinski,Long MR,0,2,0.00%,33.33%,NA
Quinn Slazinski,NBA 3s,1,2,50.00%,33.33%,100.00%
Samuell Williamson,Left Wing 3s,1,1,100.00%,1.20%,0.00%
Samuell Williamson,Above Break,1,5,20.00%,6.02%,100.00%
Samuell Williamson,Right Wing 3s,1,7,14.29%,8.43%,100.00%
Samuell Williamson,Rim,26,33,78.79%,39.76%,65.38%
Samuell Williamson,Short MR,14,22,63.64%,26.51%,57.14%
Samuell Williamson,Long MR,7,15,46.67%,18.07%,85.71%
Samuell Williamson,NBA 3s,3,6,50.00%,7.23%,66.67%
Jordan Nwora,Left Wing 3s,17,32,53.13%,3.13%,70.59%
Jordan Nwora,Above Break,116,275,42.18%,26.86%,83.62%
Jordan Nwora,Right Wing 3s,51,83,61.45%,8.11%,74.51%
Jordan Nwora,Rim,175,317,55.21%,30.96%,44.57%
Jordan Nwora,Short MR,77,124,62.10%,12.11%,15.58%
Jordan Nwora,Long MR,59,193,30.57%,18.85%,35.59%
Jordan Nwora,NBA 3s,137,293,46.76%,28.61%,90.51%
Harlond Beverly,Left Wing 3s,0,0,NA,0.00%,NA
Harlond Beverly,Above Break,8,20,40.00%,23.26%,50.00%
Harlond Beverly,Right Wing 3s,1,5,20.00%,5.81%,100.00%
Harlond Beverly,Rim,21,43,48.84%,50.00%,19.05%
Harlond Beverly,Short MR,4,10,40.00%,11.63%,0.00%
Harlond Beverly,Long MR,3,8,37.50%,9.30%,66.67%
Harlond Beverly,NBA 3s,7,20,35.00%,23.26%,57.14%
Lamarr Kimble,Left Wing 3s,1,4,25.00%,5.56%,100.00%
Lamarr Kimble,Above Break,3,16,18.75%,22.22%,33.33%
Lamarr Kimble,Right Wing 3s,1,1,100.00%,1.39%,0.00%
Lamarr Kimble,Rim,15,32,46.88%,44.44%,26.67%
Lamarr Kimble,Short MR,3,6,50.00%,8.33%,0.00%
Lamarr Kimble,Long MR,3,13,23.08%,18.06%,33.33%
Lamarr Kimble,NBA 3s,5,19,26.32%,26.39%,40.00%
Dejan Vasiljevic,Left Wing 3s,4,6,66.67%,4.05%,100.00%
Dejan Vasiljevic,Above Break,24,57,42.11%,38.51%,58.33%
Dejan Vasiljevic,Right Wing 3s,9,24,37.50%,16.22%,44.44%
Dejan Vasiljevic,Rim,9,18,50.00%,12.16%,33.33%
Dejan Vasiljevic,Short MR,8,19,42.11%,12.84%,0.00%
Dejan Vasiljevic,Long MR,14,24,58.33%,16.22%,21.43%
Dejan Vasiljevic,NBA 3s,27,65,41.54%,43.92%,59.26%
Dwayne Sutton,Left Wing 3s,6,10,60.00%,9.62%,100.00%
Dwayne Sutton,Above Break,6,20,30.00%,19.23%,83.33%
Dwayne Sutton,Right Wing 3s,2,5,40.00%,4.81%,100.00%
Dwayne Sutton,Rim,41,53,77.36%,50.96%,43.90%
Dwayne Sutton,Short MR,2,8,25.00%,7.69%,0.00%
Dwayne Sutton,Long MR,1,8,12.50%,7.69%,100.00%
Dwayne Sutton,NBA 3s,7,25,28.00%,24.04%,85.71%
Isaiah Wong,Left Wing 3s,1,3,33.33%,6.12%,100.00%
Isaiah Wong,Above Break,1,5,20.00%,10.20%,0.00%
Isaiah Wong,Right Wing 3s,2,5,40.00%,10.20%,50.00%
Isaiah Wong,Rim,5,16,31.25%,32.65%,40.00%
Isaiah Wong,Short MR,4,10,40.00%,20.41%,25.00%
Isaiah Wong,Long MR,3,10,30.00%,20.41%,0.00%
Isaiah Wong,NBA 3s,4,10,40.00%,20.41%,50.00%
Steven Enoch,Left Wing 3s,0,1,0.00%,0.63%,NA
Steven Enoch,Above Break,4,14,28.57%,8.86%,100.00%
Steven Enoch,Right Wing 3s,1,5,20.00%,3.16%,100.00%
Steven Enoch,Rim,43,59,72.88%,37.34%,72.09%
Steven Enoch,Short MR,33,62,53.23%,39.24%,60.61%
Steven Enoch,Long MR,10,17,58.82%,10.76%,90.00%
Steven Enoch,NBA 3s,5,16,31.25%,10.13%,100.00%
Aidan Igiehon,Left Wing 3s,0,0,NA,0.00%,NA
Aidan Igiehon,Above Break,0,0,NA,0.00%,NA
Aidan Igiehon,Right Wing 3s,0,0,NA,0.00%,NA
Aidan Igiehon,Rim,4,5,80.00%,62.50%,75.00%
Aidan Igiehon,Short MR,1,2,50.00%,25.00%,0.00%
Aidan Igiehon,Long MR,0,1,0.00%,12.50%,NA
Aidan Igiehon,NBA 3s,0,0,NA,0.00%,NA
Ryan McMahon,Left Wing 3s,4,9,44.44%,7.09%,100.00%
Ryan McMahon,Above Break,44,79,55.70%,62.20%,93.18%
Ryan McMahon,Right Wing 3s,8,15,53.33%,11.81%,87.50%
Ryan McMahon,Rim,6,12,50.00%,9.45%,33.33%
Ryan McMahon,Short MR,1,4,25.00%,3.15%,0.00%
Ryan McMahon,Long MR,1,8,12.50%,6.30%,0.00%
Ryan McMahon,NBA 3s,43,77,55.84%,60.63%,93.02%
Sam Waardenburg,Left Wing 3s,2,2,100.00%,2.63%,50.00%
Sam Waardenburg,Above Break,5,18,27.78%,23.68%,80.00%
Sam Waardenburg,Right Wing 3s,2,5,40.00%,6.58%,100.00%
Sam Waardenburg,Rim,23,39,58.97%,51.32%,34.78%
Sam Waardenburg,Short MR,2,6,33.33%,7.89%,50.00%
Sam Waardenburg,Long MR,3,6,50.00%,7.89%,33.33%
Sam Waardenburg,NBA 3s,5,17,29.41%,22.37%,80.00%
Will Martinez,Left Wing 3s,0,0,NA,0.00%,NA
Will Martinez,Above Break,0,2,0.00%,7.69%,NA
Will Martinez,Right Wing 3s,0,0,NA,0.00%,NA
Will Martinez,Rim,3,8,37.50%,30.77%,0.00%
Will Martinez,Short MR,3,6,50.00%,23.08%,0.00%
Will Martinez,Long MR,3,10,30.00%,38.46%,66.67%
Will Martinez,NBA 3s,0,2,0.00%,7.69%,NA
Anthony Nelson,Left Wing 3s,2,3,66.67%,7.32%,100.00%
Anthony Nelson,Above Break,2,4,50.00%,9.76%,100.00%
Anthony Nelson,Right Wing 3s,0,1,0.00%,2.44%,NA
Anthony Nelson,Rim,9,14,64.29%,34.15%,11.11%
Anthony Nelson,Short MR,6,12,50.00%,29.27%,0.00%
Anthony Nelson,Long MR,1,7,14.29%,17.07%,0.00%
Anthony Nelson,NBA 3s,4,5,80.00%,12.20%,100.00%
Darnell Brodie,Left Wing 3s,0,0,NA,0.00%,NA
Darnell Brodie,Above Break,0,0,NA,0.00%,NA
Darnell Brodie,Right Wing 3s,0,0,NA,0.00%,NA
Darnell Brodie,Rim,1,1,100.00%,50.00%,100.00%
Darnell Brodie,Short MR,0,1,0.00%,50.00%,NA
Darnell Brodie,Long MR,0,0,NA,0.00%,NA
Darnell Brodie,NBA 3s,0,0,NA,0.00%,NA
Curtis Cobb III,Left Wing 3s,0,2,0.00%,7.69%,NA
Curtis Cobb III,Above Break,2,9,22.22%,34.62%,0.00%
Curtis Cobb III,Right Wing 3s,2,5,40.00%,19.23%,50.00%
Curtis Cobb III,Rim,0,1,0.00%,3.85%,NA
Curtis Cobb III,Short MR,3,4,75.00%,15.38%,33.33%
Curtis Cobb III,Long MR,3,5,60.00%,19.23%,0.00%
Curtis Cobb III,NBA 3s,3,11,27.27%,42.31%,33.33%
"Shavar Reynolds, Jr",Left Wing 3s,4,8,50.00%,14.55%,100.00%
"Shavar Reynolds, Jr",Above Break,3,7,42.86%,12.73%,100.00%
"Shavar Reynolds, Jr",Right Wing 3s,2,8,25.00%,14.55%,100.00%
"Shavar Reynolds, Jr",Rim,9,20,45.00%,36.36%,0.00%
"Shavar Reynolds, Jr",Short MR,1,3,33.33%,5.45%,0.00%
"Shavar Reynolds, Jr",Long MR,4,9,44.44%,16.36%,50.00%
"Shavar Reynolds, Jr",NBA 3s,5,14,35.71%,25.45%,100.00%
Tyrese Samuel,Left Wing 3s,3,7,42.86%,11.29%,100.00%
Tyrese Samuel,Above Break,8,19,42.11%,30.65%,100.00%
Tyrese Samuel,Right Wing 3s,2,8,25.00%,12.90%,100.00%
Tyrese Samuel,Rim,10,20,50.00%,32.26%,40.00%
Tyrese Samuel,Short MR,1,6,16.67%,9.68%,0.00%
Tyrese Samuel,Long MR,1,2,50.00%,3.23%,0.00%
Tyrese Samuel,NBA 3s,9,24,37.50%,38.71%,100.00%
Myles Powell,Left Wing 3s,3,11,27.27%,4.98%,100.00%
Myles Powell,Above Break,36,96,37.50%,43.44%,69.44%
Myles Powell,Right Wing 3s,2,7,28.57%,3.17%,0.00%
Myles Powell,Rim,40,70,57.14%,31.67%,27.50%
Myles Powell,Short MR,6,17,35.29%,7.69%,16.67%
Myles Powell,Long MR,5,20,25.00%,9.05%,20.00%
Myles Powell,NBA 3s,33,89,37.08%,40.27%,63.64%
Patrick Szpir,Left Wing 3s,0,0,NA,0.00%,NA
Patrick Szpir,Above Break,0,0,NA,0.00%,NA
Patrick Szpir,Right Wing 3s,0,0,NA,0.00%,NA
Patrick Szpir,Rim,9,13,69.23%,65.00%,33.33%
Patrick Szpir,Short MR,2,3,66.67%,15.00%,100.00%
Patrick Szpir,Long MR,1,4,25.00%,20.00%,0.00%
Patrick Szpir,NBA 3s,0,0,NA,0.00%,NA
Tyrone Nesby IV,Left Wing 3s,1,3,33.33%,9.68%,100.00%
Tyrone Nesby IV,Above Break,4,16,25.00%,51.61%,75.00%
Tyrone Nesby IV,Right Wing 3s,1,4,25.00%,12.90%,100.00%
Tyrone Nesby IV,Rim,1,3,33.33%,9.68%,0.00%
Tyrone Nesby IV,Short MR,0,2,0.00%,6.45%,NA
Tyrone Nesby IV,Long MR,1,3,33.33%,9.68%,0.00%
Tyrone Nesby IV,NBA 3s,6,20,30.00%,64.52%,83.33%
Sandro Mamukelashvili,Left Wing 3s,1,4,25.00%,5.19%,100.00%
Sandro Mamukelashvili,Above Break,8,16,50.00%,20.78%,100.00%
Sandro Mamukelashvili,Right Wing 3s,1,2,50.00%,2.60%,100.00%
Sandro Mamukelashvili,Rim,21,38,55.26%,49.35%,80.95%
Sandro Mamukelashvili,Short MR,6,13,46.15%,16.88%,33.33%
Sandro Mamukelashvili,Long MR,1,4,25.00%,5.19%,0.00%
Sandro Mamukelashvili,NBA 3s,10,20,50.00%,25.97%,100.00%
Quincy McKnight,Left Wing 3s,3,8,37.50%,6.67%,100.00%
Quincy McKnight,Above Break,13,37,35.14%,30.83%,69.23%
Quincy McKnight,Right Wing 3s,1,3,33.33%,2.50%,100.00%
Quincy McKnight,Rim,30,51,58.82%,42.50%,26.67%
Quincy McKnight,Short MR,2,12,16.67%,10.00%,0.00%
Quincy McKnight,Long MR,3,9,33.33%,7.50%,0.00%
Quincy McKnight,NBA 3s,12,34,35.29%,28.33%,83.33%
Alex Morales,Left Wing 3s,0,1,0.00%,2.94%,NA
Alex Morales,Above Break,2,7,28.57%,20.59%,100.00%
Alex Morales,Right Wing 3s,2,2,100.00%,5.88%,0.00%
Alex Morales,Rim,5,14,35.71%,41.18%,40.00%
Alex Morales,Short MR,1,2,50.00%,5.88%,100.00%
Alex Morales,Long MR,4,8,50.00%,23.53%,0.00%
Alex Morales,NBA 3s,3,6,50.00%,17.65%,66.67%
Jared Rhoden,Left Wing 3s,1,5,20.00%,4.10%,100.00%
Jared Rhoden,Above Break,7,32,21.88%,26.23%,85.71%
Jared Rhoden,Right Wing 3s,3,12,25.00%,9.84%,100.00%
Jared Rhoden,Rim,24,46,52.17%,37.70%,41.67%
Jared Rhoden,Short MR,9,14,64.29%,11.48%,22.22%
Jared Rhoden,Long MR,5,13,38.46%,10.66%,40.00%
Jared Rhoden,NBA 3s,9,37,24.32%,30.33%,88.89%
JaMier Fletcher,Left Wing 3s,0,0,NA,0.00%,NA
JaMier Fletcher,Above Break,0,0,NA,0.00%,NA
JaMier Fletcher,Right Wing 3s,0,0,NA,0.00%,NA
JaMier Fletcher,Rim,3,4,75.00%,100.00%,33.33%
JaMier Fletcher,Short MR,0,0,NA,0.00%,NA
JaMier Fletcher,Long MR,0,0,NA,0.00%,NA
JaMier Fletcher,NBA 3s,0,0,NA,0.00%,NA
Chase Freeman,Left Wing 3s,0,0,NA,0.00%,NA
Chase Freeman,Above Break,0,2,0.00%,100.00%,NA
Chase Freeman,Right Wing 3s,0,0,NA,0.00%,NA
Chase Freeman,Rim,0,0,NA,0.00%,NA
Chase Freeman,Short MR,0,0,NA,0.00%,NA
Chase Freeman,Long MR,0,0,NA,0.00%,NA
Chase Freeman,NBA 3s,0,2,0.00%,100.00%,NA
Myles Cale,Left Wing 3s,3,7,42.86%,6.93%,66.67%
Myles Cale,Above Break,6,27,22.22%,26.73%,83.33%
Myles Cale,Right Wing 3s,8,16,50.00%,15.84%,100.00%
Myles Cale,Rim,23,39,58.97%,38.61%,43.48%
Myles Cale,Short MR,1,3,33.33%,2.97%,0.00%
Myles Cale,Long MR,4,9,44.44%,8.91%,50.00%
Myles Cale,NBA 3s,7,28,25.00%,27.72%,85.71%
Romaro Gill,Left Wing 3s,0,0,NA,0.00%,NA
Romaro Gill,Above Break,0,0,NA,0.00%,NA
Romaro Gill,Right Wing 3s,0,0,NA,0.00%,NA
Romaro Gill,Rim,24,34,70.59%,59.65%,83.33%
Romaro Gill,Short MR,10,22,45.45%,38.60%,80.00%
Romaro Gill,Long MR,1,1,100.00%,1.75%,100.00%
Romaro Gill,NBA 3s,0,0,NA,0.00%,NA
Atiba Taylor,Left Wing 3s,0,0,NA,0.00%,NA
Atiba Taylor,Above Break,0,2,0.00%,33.33%,NA
Atiba Taylor,Right Wing 3s,0,1,0.00%,16.67%,NA
Atiba Taylor,Rim,1,3,33.33%,50.00%,0.00%
Atiba Taylor,Short MR,0,0,NA,0.00%,NA
Atiba Taylor,Long MR,0,0,NA,0.00%,NA
Atiba Taylor,NBA 3s,0,3,0.00%,50.00%,NA
Ike Obiagu,Left Wing 3s,0,0,NA,0.00%,NA
Ike Obiagu,Above Break,0,0,NA,0.00%,NA
Ike Obiagu,Right Wing 3s,0,0,NA,0.00%,NA
Ike Obiagu,Rim,15,24,62.50%,88.89%,73.33%
Ike Obiagu,Short MR,3,3,100.00%,11.11%,66.67%
Ike Obiagu,Long MR,0,0,NA,0.00%,NA
Ike Obiagu,NBA 3s,0,0,NA,0.00%,NA
Chase Hunter,Left Wing 3s,0,1,0.00%,2.70%,NA
Chase Hunter,Above Break,5,14,35.71%,37.84%,60.00%
Chase Hunter,Right Wing 3s,0,1,0.00%,2.70%,NA
Chase Hunter,Rim,5,6,83.33%,16.22%,20.00%
Chase Hunter,Short MR,2,4,50.00%,10.81%,0.00%
Chase Hunter,Long MR,2,11,18.18%,29.73%,0.00%
Chase Hunter,NBA 3s,5,15,33.33%,40.54%,60.00%
John Newman III,Left Wing 3s,1,7,14.29%,6.42%,100.00%
John Newman III,Above Break,10,30,33.33%,27.52%,70.00%
John Newman III,Right Wing 3s,2,6,33.33%,5.50%,50.00%
John Newman III,Rim,26,39,66.67%,35.78%,19.23%
John Newman III,Short MR,1,7,14.29%,6.42%,0.00%
John Newman III,Long MR,6,20,30.00%,18.35%,16.67%
John Newman III,NBA 3s,12,29,41.38%,26.61%,66.67%
Tyrece Radford,Left Wing 3s,1,4,25.00%,5.63%,0.00%
Tyrece Radford,Above Break,0,3,0.00%,4.23%,NA
Tyrece Radford,Right Wing 3s,0,1,0.00%,1.41%,NA
Tyrece Radford,Rim,41,50,82.00%,70.42%,24.39%
Tyrece Radford,Short MR,2,6,33.33%,8.45%,0.00%
Tyrece Radford,Long MR,2,7,28.57%,9.86%,0.00%
Tyrece Radford,NBA 3s,0,5,0.00%,7.04%,NA
Al-Amir Dawes,Left Wing 3s,5,9,55.56%,7.76%,40.00%
Al-Amir Dawes,Above Break,14,54,25.93%,46.55%,50.00%
Al-Amir Dawes,Right Wing 3s,2,8,25.00%,6.90%,50.00%
Al-Amir Dawes,Rim,15,26,57.69%,22.41%,13.33%
Al-Amir Dawes,Short MR,2,5,40.00%,4.31%,0.00%
Al-Amir Dawes,Long MR,4,14,28.57%,12.07%,0.00%
Al-Amir Dawes,NBA 3s,13,49,26.53%,42.24%,30.77%
PJ Horne,Left Wing 3s,3,6,50.00%,5.88%,33.33%
PJ Horne,Above Break,15,40,37.50%,39.22%,60.00%
PJ Horne,Right Wing 3s,1,10,10.00%,9.80%,0.00%
PJ Horne,Rim,22,27,81.48%,26.47%,54.55%
PJ Horne,Short MR,4,6,66.67%,5.88%,25.00%
PJ Horne,Long MR,7,13,53.85%,12.75%,71.43%
PJ Horne,NBA 3s,11,36,30.56%,35.29%,54.55%
Wabissa Bede,Left Wing 3s,2,5,40.00%,5.62%,0.00%
Wabissa Bede,Above Break,4,23,17.39%,25.84%,50.00%
Wabissa Bede,Right Wing 3s,0,2,0.00%,2.25%,NA
Wabissa Bede,Rim,17,29,58.62%,32.58%,11.76%
Wabissa Bede,Short MR,3,10,30.00%,11.24%,0.00%
Wabissa Bede,Long MR,7,20,35.00%,22.47%,0.00%
Wabissa Bede,NBA 3s,3,21,14.29%,23.60%,33.33%
Nahiem Alleyne,Left Wing 3s,6,14,42.86%,11.48%,66.67%
Nahiem Alleyne,Above Break,9,30,30.00%,24.59%,44.44%
Nahiem Alleyne,Right Wing 3s,7,18,38.89%,14.75%,42.86%
Nahiem Alleyne,Rim,11,24,45.83%,19.67%,18.18%
Nahiem Alleyne,Short MR,6,15,40.00%,12.30%,16.67%
Nahiem Alleyne,Long MR,6,21,28.57%,17.21%,0.00%
Nahiem Alleyne,NBA 3s,9,32,28.13%,26.23%,66.67%
Aamir Simms,Left Wing 3s,2,3,66.67%,2.14%,100.00%
Aamir Simms,Above Break,10,33,30.30%,23.57%,100.00%
Aamir Simms,Right Wing 3s,3,6,50.00%,4.29%,100.00%
Aamir Simms,Rim,35,60,58.33%,42.86%,42.86%
Aamir Simms,Short MR,8,25,32.00%,17.86%,25.00%
Aamir Simms,Long MR,5,13,38.46%,9.29%,40.00%
Aamir Simms,NBA 3s,6,25,24.00%,17.86%,100.00%
Landers Nolley II,Left Wing 3s,8,17,47.06%,7.98%,62.50%
Landers Nolley II,Above Break,23,71,32.39%,33.33%,43.48%
Landers Nolley II,Right Wing 3s,10,16,62.50%,7.51%,40.00%
Landers Nolley II,Rim,17,29,58.62%,13.62%,5.88%
Landers Nolley II,Short MR,13,39,33.33%,18.31%,15.38%
Landers Nolley II,Long MR,20,41,48.78%,19.25%,30.00%
Landers Nolley II,NBA 3s,18,61,29.51%,28.64%,44.44%
Tevin Mack,Left Wing 3s,3,8,37.50%,5.93%,100.00%
Tevin Mack,Above Break,17,57,29.82%,42.22%,58.82%
Tevin Mack,Right Wing 3s,3,9,33.33%,6.67%,33.33%
Tevin Mack,Rim,28,36,77.78%,26.67%,32.14%
Tevin Mack,Short MR,4,9,44.44%,6.67%,0.00%
Tevin Mack,Long MR,5,16,31.25%,11.85%,40.00%
Tevin Mack,NBA 3s,16,53,30.19%,39.26%,56.25%
Isaiah Wilkins,Left Wing 3s,0,4,0.00%,5.26%,NA
Isaiah Wilkins,Above Break,11,36,30.56%,47.37%,54.55%
Isaiah Wilkins,Right Wing 3s,4,7,57.14%,9.21%,25.00%
Isaiah Wilkins,Rim,8,13,61.54%,17.11%,0.00%
Isaiah Wilkins,Short MR,2,4,50.00%,5.26%,50.00%
Isaiah Wilkins,Long MR,3,12,25.00%,15.79%,0.00%
Isaiah Wilkins,NBA 3s,11,31,35.48%,40.79%,54.55%
Hunter Cattoor,Left Wing 3s,9,15,60.00%,18.52%,22.22%
Hunter Cattoor,Above Break,13,38,34.21%,46.91%,46.15%
Hunter Cattoor,Right Wing 3s,4,10,40.00%,12.35%,50.00%
Hunter Cattoor,Rim,7,12,58.33%,14.81%,28.57%
Hunter Cattoor,Short MR,1,2,50.00%,2.47%,0.00%
Hunter Cattoor,Long MR,2,4,50.00%,4.94%,0.00%
Hunter Cattoor,NBA 3s,21,51,41.18%,62.96%,38.10%
Trey Jemison,Left Wing 3s,0,0,NA,0.00%,NA
Trey Jemison,Above Break,0,0,NA,0.00%,NA
Trey Jemison,Right Wing 3s,0,0,NA,0.00%,NA
Trey Jemison,Rim,12,17,70.59%,80.95%,41.67%
Trey Jemison,Short MR,1,3,33.33%,14.29%,0.00%
Trey Jemison,Long MR,0,1,0.00%,4.76%,NA
Trey Jemison,NBA 3s,0,0,NA,0.00%,NA
Alex Hemenway,Left Wing 3s,0,0,NA,0.00%,NA
Alex Hemenway,Above Break,2,3,66.67%,50.00%,100.00%
Alex Hemenway,Right Wing 3s,1,1,100.00%,16.67%,100.00%
Alex Hemenway,Rim,0,0,NA,0.00%,NA
Alex Hemenway,Short MR,0,0,NA,0.00%,NA
Alex Hemenway,Long MR,0,2,0.00%,33.33%,NA
Alex Hemenway,NBA 3s,3,4,75.00%,66.67%,100.00%
Hunter Tyson,Left Wing 3s,6,10,60.00%,14.29%,16.67%
Hunter Tyson,Above Break,7,35,20.00%,50.00%,57.14%
Hunter Tyson,Right Wing 3s,1,6,16.67%,8.57%,100.00%
Hunter Tyson,Rim,10,17,58.82%,24.29%,30.00%
Hunter Tyson,Short MR,1,1,100.00%,1.43%,0.00%
Hunter Tyson,Long MR,1,1,100.00%,1.43%,0.00%
Hunter Tyson,NBA 3s,6,30,20.00%,42.86%,50.00%
Jalen Cone,Left Wing 3s,0,3,0.00%,4.48%,NA
Jalen Cone,Above Break,18,32,56.25%,47.76%,33.33%
Jalen Cone,Right Wing 3s,6,8,75.00%,11.94%,50.00%
Jalen Cone,Rim,2,7,28.57%,10.45%,50.00%
Jalen Cone,Short MR,1,4,25.00%,5.97%,0.00%
Jalen Cone,Long MR,4,13,30.77%,19.40%,0.00%
Jalen Cone,NBA 3s,12,25,48.00%,37.31%,58.33%
Khavon Moore,Left Wing 3s,1,2,50.00%,4.76%,100.00%
Khavon Moore,Above Break,2,5,40.00%,11.90%,50.00%
Khavon Moore,Right Wing 3s,0,1,0.00%,2.38%,NA
Khavon Moore,Rim,6,11,54.55%,26.19%,0.00%
Khavon Moore,Short MR,4,11,36.36%,26.19%,0.00%
Khavon Moore,Long MR,4,12,33.33%,28.57%,0.00%
Khavon Moore,NBA 3s,2,4,50.00%,9.52%,50.00%
Curran Scott,Left Wing 3s,3,6,50.00%,7.69%,100.00%
Curran Scott,Above Break,9,26,34.62%,33.33%,77.78%
Curran Scott,Right Wing 3s,1,5,20.00%,6.41%,100.00%
Curran Scott,Rim,11,18,61.11%,23.08%,18.18%
Curran Scott,Short MR,4,8,50.00%,10.26%,25.00%
Curran Scott,Long MR,6,15,40.00%,19.23%,66.67%
Curran Scott,NBA 3s,8,24,33.33%,30.77%,75.00%
Devon Dotson,Left Wing 3s,3,6,50.00%,3.14%,100.00%
Devon Dotson,Above Break,13,47,27.66%,24.61%,30.77%
Devon Dotson,Right Wing 3s,4,10,40.00%,5.24%,75.00%
Devon Dotson,Rim,57,86,66.28%,45.03%,26.32%
Devon Dotson,Short MR,5,22,22.73%,11.52%,20.00%
Devon Dotson,Long MR,6,20,30.00%,10.47%,0.00%
Devon Dotson,NBA 3s,14,49,28.57%,25.65%,42.86%
Marcus Garrett,Left Wing 3s,2,3,66.67%,2.83%,0.00%
Marcus Garrett,Above Break,6,19,31.58%,17.92%,66.67%
Marcus Garrett,Right Wing 3s,1,4,25.00%,3.77%,100.00%
Marcus Garrett,Rim,37,68,54.41%,64.15%,13.51%
Marcus Garrett,Short MR,4,10,40.00%,9.43%,0.00%
Marcus Garrett,Long MR,0,2,0.00%,1.89%,NA
Marcus Garrett,NBA 3s,7,18,38.89%,16.98%,57.14%
Vernon Carey Jr,Left Wing 3s,0,0,NA,0.00%,NA
Vernon Carey Jr,Above Break,4,8,50.00%,4.57%,75.00%
Vernon Carey Jr,Right Wing 3s,0,0,NA,0.00%,NA
Vernon Carey Jr,Rim,84,126,66.67%,72.00%,67.86%
Vernon Carey Jr,Short MR,15,33,45.45%,18.86%,66.67%
Vernon Carey Jr,Long MR,4,8,50.00%,4.57%,75.00%
Vernon Carey Jr,NBA 3s,3,4,75.00%,2.29%,66.67%
Tre Jones,Left Wing 3s,2,4,50.00%,2.48%,100.00%
Tre Jones,Above Break,14,39,35.90%,24.22%,50.00%
Tre Jones,Right Wing 3s,2,6,33.33%,3.73%,100.00%
Tre Jones,Rim,27,47,57.45%,29.19%,11.11%
Tre Jones,Short MR,9,27,33.33%,16.77%,11.11%
