PlayerName,Region,FGM,FGA,FGPer,FGAPerZone,MakesAssisted
Adam Grant,Left Wing 3s,2,7,28.57%,15.56%,100.00%
Adam Grant,Above Break,9,18,50.00%,40.00%,44.44%
Adam Grant,Right Wing 3s,2,5,40.00%,11.11%,100.00%
Adam Grant,Rim,3,5,60.00%,11.11%,33.33%
Adam Grant,Short MR,0,2,0.00%,4.44%,NA
Adam Grant,Long MR,1,8,12.50%,17.78%,0.00%
Adam Grant,NBA 3s,10,23,43.48%,51.11%,60.00%
Hall Elisias,Left Wing 3s,0,0,NA,0.00%,NA
Hall Elisias,Above Break,0,1,0.00%,11.11%,NA
Hall Elisias,Right Wing 3s,0,0,NA,0.00%,NA
Hall Elisias,Rim,4,7,57.14%,77.78%,100.00%
Hall Elisias,Short MR,1,1,100.00%,11.11%,100.00%
Hall Elisias,Long MR,0,0,NA,0.00%,NA
Hall Elisias,NBA 3s,0,1,0.00%,11.11%,NA
Akwasi Yeboah,Left Wing 3s,1,10,10.00%,9.26%,100.00%
Akwasi Yeboah,Above Break,11,25,44.00%,23.15%,54.55%
Akwasi Yeboah,Right Wing 3s,4,7,57.14%,6.48%,50.00%
Akwasi Yeboah,Rim,22,38,57.89%,35.19%,22.73%
Akwasi Yeboah,Short MR,5,14,35.71%,12.96%,0.00%
Akwasi Yeboah,Long MR,4,14,28.57%,12.96%,50.00%
Akwasi Yeboah,NBA 3s,10,27,37.04%,25.00%,60.00%
Charles Pride,Left Wing 3s,3,3,100.00%,20.00%,100.00%
Charles Pride,Above Break,1,4,25.00%,26.67%,100.00%
Charles Pride,Right Wing 3s,1,2,50.00%,13.33%,100.00%
Charles Pride,Rim,3,4,75.00%,26.67%,0.00%
Charles Pride,Short MR,0,0,NA,0.00%,NA
Charles Pride,Long MR,0,2,0.00%,13.33%,NA
Charles Pride,NBA 3s,5,6,83.33%,40.00%,100.00%
Montez Mathis,Left Wing 3s,0,2,0.00%,1.92%,NA
Montez Mathis,Above Break,4,15,26.67%,14.42%,75.00%
Montez Mathis,Right Wing 3s,2,9,22.22%,8.65%,50.00%
Montez Mathis,Rim,26,56,46.43%,53.85%,23.08%
Montez Mathis,Short MR,5,12,41.67%,11.54%,0.00%
Montez Mathis,Long MR,3,10,30.00%,9.62%,0.00%
Montez Mathis,NBA 3s,5,19,26.32%,18.27%,80.00%
Geo Baker,Left Wing 3s,3,8,37.50%,5.80%,66.67%
Geo Baker,Above Break,13,53,24.53%,38.41%,15.38%
Geo Baker,Right Wing 3s,1,8,12.50%,5.80%,0.00%
Geo Baker,Rim,21,35,60.00%,25.36%,9.52%
Geo Baker,Short MR,5,12,41.67%,8.70%,20.00%
Geo Baker,Long MR,13,22,59.09%,15.94%,7.69%
Geo Baker,NBA 3s,15,53,28.30%,38.41%,20.00%
Ron Harper Jr,Left Wing 3s,1,5,20.00%,3.40%,100.00%
Ron Harper Jr,Above Break,12,40,30.00%,27.21%,41.67%
Ron Harper Jr,Right Wing 3s,2,6,33.33%,4.08%,100.00%
Ron Harper Jr,Rim,27,47,57.45%,31.97%,25.93%
Ron Harper Jr,Short MR,15,22,68.18%,14.97%,33.33%
Ron Harper Jr,Long MR,9,27,33.33%,18.37%,55.56%
Ron Harper Jr,NBA 3s,10,36,27.78%,24.49%,60.00%
Myles Johnson,Left Wing 3s,0,1,0.00%,1.08%,NA
Myles Johnson,Above Break,0,1,0.00%,1.08%,NA
Myles Johnson,Right Wing 3s,0,0,NA,0.00%,NA
Myles Johnson,Rim,56,74,75.68%,79.57%,44.64%
Myles Johnson,Short MR,8,14,57.14%,15.05%,37.50%
Myles Johnson,Long MR,2,3,66.67%,3.23%,100.00%
Myles Johnson,NBA 3s,0,1,0.00%,1.08%,NA
Michael Green III,Left Wing 3s,0,0,NA,0.00%,NA
Michael Green III,Above Break,1,9,11.11%,32.14%,100.00%
Michael Green III,Right Wing 3s,1,2,50.00%,7.14%,100.00%
Michael Green III,Rim,4,8,50.00%,28.57%,25.00%
Michael Green III,Short MR,1,1,100.00%,3.57%,0.00%
Michael Green III,Long MR,5,8,62.50%,28.57%,20.00%
Michael Green III,NBA 3s,2,10,20.00%,35.71%,100.00%
Ayo Dada,Left Wing 3s,0,0,NA,0.00%,NA
Ayo Dada,Above Break,1,2,50.00%,100.00%,100.00%
Ayo Dada,Right Wing 3s,0,0,NA,0.00%,NA
Ayo Dada,Rim,0,0,NA,0.00%,NA
Ayo Dada,Short MR,0,0,NA,0.00%,NA
Ayo Dada,Long MR,0,0,NA,0.00%,NA
Ayo Dada,NBA 3s,1,1,100.00%,50.00%,100.00%
Patrick Harding,Left Wing 3s,0,0,NA,0.00%,NA
Patrick Harding,Above Break,0,0,NA,0.00%,NA
Patrick Harding,Right Wing 3s,0,0,NA,0.00%,NA
Patrick Harding,Rim,6,8,75.00%,80.00%,100.00%
Patrick Harding,Short MR,1,2,50.00%,20.00%,0.00%
Patrick Harding,Long MR,0,0,NA,0.00%,NA
Patrick Harding,NBA 3s,0,0,NA,0.00%,NA
Jacob Young,Left Wing 3s,0,3,0.00%,2.59%,NA
Jacob Young,Above Break,5,26,19.23%,22.41%,20.00%
Jacob Young,Right Wing 3s,2,5,40.00%,4.31%,0.00%
Jacob Young,Rim,23,48,47.92%,41.38%,17.39%
Jacob Young,Short MR,14,22,63.64%,18.97%,0.00%
Jacob Young,Long MR,3,12,25.00%,10.34%,0.00%
Jacob Young,NBA 3s,6,21,28.57%,18.10%,16.67%
Caleb McConnell,Left Wing 3s,3,6,50.00%,7.14%,0.00%
Caleb McConnell,Above Break,6,15,40.00%,17.86%,83.33%
Caleb McConnell,Right Wing 3s,2,5,40.00%,5.95%,0.00%
Caleb McConnell,Rim,11,21,52.38%,25.00%,36.36%
Caleb McConnell,Short MR,9,19,47.37%,22.62%,22.22%
Caleb McConnell,Long MR,10,18,55.56%,21.43%,30.00%
Caleb McConnell,NBA 3s,8,19,42.11%,22.62%,62.50%
Mamadou Doucoure,Left Wing 3s,0,0,NA,0.00%,NA
Mamadou Doucoure,Above Break,0,0,NA,0.00%,NA
Mamadou Doucoure,Right Wing 3s,0,0,NA,0.00%,NA
Mamadou Doucoure,Rim,2,2,100.00%,25.00%,50.00%
Mamadou Doucoure,Short MR,1,3,33.33%,37.50%,0.00%
Mamadou Doucoure,Long MR,2,3,66.67%,37.50%,0.00%
Mamadou Doucoure,NBA 3s,0,0,NA,0.00%,NA
Paul Mulcahy,Left Wing 3s,0,3,0.00%,7.50%,NA
Paul Mulcahy,Above Break,3,6,50.00%,15.00%,33.33%
Paul Mulcahy,Right Wing 3s,1,2,50.00%,5.00%,0.00%
Paul Mulcahy,Rim,12,16,75.00%,40.00%,25.00%
Paul Mulcahy,Short MR,6,8,75.00%,20.00%,0.00%
Paul Mulcahy,Long MR,2,5,40.00%,12.50%,0.00%
Paul Mulcahy,NBA 3s,3,9,33.33%,22.50%,33.33%
Juan Cardenas,Left Wing 3s,0,0,NA,0.00%,NA
Juan Cardenas,Above Break,0,3,0.00%,37.50%,NA
Juan Cardenas,Right Wing 3s,1,1,100.00%,12.50%,100.00%
Juan Cardenas,Rim,1,1,100.00%,12.50%,0.00%
Juan Cardenas,Short MR,0,0,NA,0.00%,NA
Juan Cardenas,Long MR,0,3,0.00%,37.50%,NA
Juan Cardenas,NBA 3s,1,3,33.33%,37.50%,100.00%
Mikail Simmons,Left Wing 3s,1,1,100.00%,8.33%,100.00%
Mikail Simmons,Above Break,2,8,25.00%,66.67%,100.00%
Mikail Simmons,Right Wing 3s,0,1,0.00%,8.33%,NA
Mikail Simmons,Rim,1,1,100.00%,8.33%,0.00%
Mikail Simmons,Short MR,0,1,0.00%,8.33%,NA
Mikail Simmons,Long MR,0,0,NA,0.00%,NA
Mikail Simmons,NBA 3s,3,8,37.50%,66.67%,100.00%
Ikenna Ndugba,Left Wing 3s,0,0,NA,0.00%,NA
Ikenna Ndugba,Above Break,2,6,33.33%,27.27%,50.00%
Ikenna Ndugba,Right Wing 3s,0,2,0.00%,9.09%,NA
Ikenna Ndugba,Rim,7,8,87.50%,36.36%,0.00%
Ikenna Ndugba,Short MR,0,1,0.00%,4.55%,NA
Ikenna Ndugba,Long MR,1,5,20.00%,22.73%,0.00%
Ikenna Ndugba,NBA 3s,2,5,40.00%,22.73%,50.00%
Benson Lin,Left Wing 3s,0,1,0.00%,5.00%,NA
Benson Lin,Above Break,3,5,60.00%,25.00%,100.00%
Benson Lin,Right Wing 3s,1,3,33.33%,15.00%,100.00%
Benson Lin,Rim,3,5,60.00%,25.00%,66.67%
Benson Lin,Short MR,0,3,0.00%,15.00%,NA
Benson Lin,Long MR,0,3,0.00%,15.00%,NA
Benson Lin,NBA 3s,3,7,42.86%,35.00%,100.00%
Shaq Carter,Left Wing 3s,0,0,NA,0.00%,NA
Shaq Carter,Above Break,0,0,NA,0.00%,NA
Shaq Carter,Right Wing 3s,0,0,NA,0.00%,NA
Shaq Carter,Rim,16,26,61.54%,60.47%,25.00%
Shaq Carter,Short MR,4,11,36.36%,25.58%,75.00%
Shaq Carter,Long MR,5,6,83.33%,13.95%,60.00%
Shaq Carter,NBA 3s,0,0,NA,0.00%,NA
Leo Toussaint,Left Wing 3s,0,2,0.00%,66.67%,NA
Leo Toussaint,Above Break,0,1,0.00%,33.33%,NA
Leo Toussaint,Right Wing 3s,0,0,NA,0.00%,NA
Leo Toussaint,Rim,0,0,NA,0.00%,NA
Leo Toussaint,Short MR,0,0,NA,0.00%,NA
Leo Toussaint,Long MR,0,0,NA,0.00%,NA
Leo Toussaint,NBA 3s,0,0,NA,0.00%,NA
Josh Jones,Left Wing 3s,0,0,NA,0.00%,NA
Josh Jones,Above Break,0,1,0.00%,100.00%,NA
Josh Jones,Right Wing 3s,0,0,NA,0.00%,NA
Josh Jones,Rim,0,0,NA,0.00%,NA
Josh Jones,Short MR,0,0,NA,0.00%,NA
Josh Jones,Long MR,0,0,NA,0.00%,NA
Josh Jones,NBA 3s,0,0,NA,0.00%,NA
RJ Nembhard,Left Wing 3s,1,13,7.69%,8.23%,0.00%
RJ Nembhard,Above Break,13,41,31.71%,25.95%,23.08%
RJ Nembhard,Right Wing 3s,7,12,58.33%,7.59%,42.86%
RJ Nembhard,Rim,27,41,65.85%,25.95%,7.41%
RJ Nembhard,Short MR,4,19,21.05%,12.03%,0.00%
RJ Nembhard,Long MR,8,32,25.00%,20.25%,0.00%
RJ Nembhard,NBA 3s,13,40,32.50%,25.32%,30.77%
Preston Hannah,Left Wing 3s,0,0,NA,0.00%,NA
Preston Hannah,Above Break,1,2,50.00%,40.00%,0.00%
Preston Hannah,Right Wing 3s,0,0,NA,0.00%,NA
Preston Hannah,Rim,1,1,100.00%,20.00%,0.00%
Preston Hannah,Short MR,0,0,NA,0.00%,NA
Preston Hannah,Long MR,0,2,0.00%,40.00%,NA
Preston Hannah,NBA 3s,0,0,NA,0.00%,NA
Jaire Grayer,Left Wing 3s,5,14,35.71%,15.56%,20.00%
Jaire Grayer,Above Break,15,30,50.00%,33.33%,40.00%
Jaire Grayer,Right Wing 3s,7,14,50.00%,15.56%,0.00%
Jaire Grayer,Rim,10,18,55.56%,20.00%,10.00%
Jaire Grayer,Short MR,5,8,62.50%,8.89%,0.00%
Jaire Grayer,Long MR,0,6,0.00%,6.67%,NA
Jaire Grayer,NBA 3s,20,38,52.63%,42.22%,35.00%
PJ Fuller,Left Wing 3s,1,2,50.00%,2.35%,0.00%
PJ Fuller,Above Break,6,23,26.09%,27.06%,33.33%
PJ Fuller,Right Wing 3s,4,10,40.00%,11.76%,25.00%
PJ Fuller,Rim,15,26,57.69%,30.59%,20.00%
PJ Fuller,Short MR,4,10,40.00%,11.76%,25.00%
PJ Fuller,Long MR,6,14,42.86%,16.47%,0.00%
PJ Fuller,NBA 3s,6,25,24.00%,29.41%,16.67%
Kyle Poerschke,Left Wing 3s,0,0,NA,0.00%,NA
Kyle Poerschke,Above Break,1,2,50.00%,33.33%,0.00%
Kyle Poerschke,Right Wing 3s,0,1,0.00%,16.67%,NA
Kyle Poerschke,Rim,0,0,NA,0.00%,NA
Kyle Poerschke,Short MR,1,2,50.00%,33.33%,0.00%
Kyle Poerschke,Long MR,1,1,100.00%,16.67%,0.00%
Kyle Poerschke,NBA 3s,1,1,100.00%,16.67%,0.00%
Edric Dennis Jr,Left Wing 3s,3,11,27.27%,10.48%,33.33%
Edric Dennis Jr,Above Break,16,43,37.21%,40.95%,43.75%
Edric Dennis Jr,Right Wing 3s,3,8,37.50%,7.62%,0.00%
Edric Dennis Jr,Rim,13,24,54.17%,22.86%,7.69%
Edric Dennis Jr,Short MR,2,8,25.00%,7.62%,0.00%
Edric Dennis Jr,Long MR,1,11,9.09%,10.48%,0.00%
Edric Dennis Jr,NBA 3s,14,41,34.15%,39.05%,35.71%
Russell Barlow,Left Wing 3s,0,0,NA,0.00%,NA
Russell Barlow,Above Break,0,0,NA,0.00%,NA
Russell Barlow,Right Wing 3s,0,0,NA,0.00%,NA
Russell Barlow,Rim,0,1,0.00%,100.00%,NA
Russell Barlow,Short MR,0,0,NA,0.00%,NA
Russell Barlow,Long MR,0,0,NA,0.00%,NA
Russell Barlow,NBA 3s,0,0,NA,0.00%,NA
Desmond Bane,Left Wing 3s,6,21,28.57%,11.29%,16.67%
Desmond Bane,Above Break,22,48,45.83%,25.81%,40.91%
Desmond Bane,Right Wing 3s,10,18,55.56%,9.68%,30.00%
Desmond Bane,Rim,29,46,63.04%,24.73%,20.69%
Desmond Bane,Short MR,7,17,41.18%,9.14%,0.00%
Desmond Bane,Long MR,15,36,41.67%,19.35%,13.33%
Desmond Bane,NBA 3s,18,55,32.73%,29.57%,50.00%
Kyle Howard,Left Wing 3s,0,0,NA,0.00%,NA
Kyle Howard,Above Break,0,0,NA,0.00%,NA
Kyle Howard,Right Wing 3s,0,0,NA,0.00%,NA
Kyle Howard,Rim,1,1,100.00%,50.00%,0.00%
Kyle Howard,Short MR,0,1,0.00%,50.00%,NA
Kyle Howard,Long MR,0,0,NA,0.00%,NA
Kyle Howard,NBA 3s,0,0,NA,0.00%,NA
Kevin Samuel,Left Wing 3s,0,0,NA,0.00%,NA
Kevin Samuel,Above Break,0,0,NA,0.00%,NA
Kevin Samuel,Right Wing 3s,0,0,NA,0.00%,NA
Kevin Samuel,Rim,62,84,73.81%,77.06%,38.71%
Kevin Samuel,Short MR,8,15,53.33%,13.76%,12.50%
Kevin Samuel,Long MR,5,10,50.00%,9.17%,0.00%
Kevin Samuel,NBA 3s,0,0,NA,0.00%,NA
Luke Hicks,Left Wing 3s,0,1,0.00%,12.50%,NA
Luke Hicks,Above Break,0,1,0.00%,12.50%,NA
Luke Hicks,Right Wing 3s,2,3,66.67%,37.50%,0.00%
Luke Hicks,Rim,2,2,100.00%,25.00%,0.00%
Luke Hicks,Short MR,0,1,0.00%,12.50%,NA
Luke Hicks,Long MR,0,0,NA,0.00%,NA
Luke Hicks,NBA 3s,0,2,0.00%,25.00%,NA
Brandon Alexander,Left Wing 3s,1,2,50.00%,16.67%,0.00%
Brandon Alexander,Above Break,4,5,80.00%,41.67%,0.00%
Brandon Alexander,Right Wing 3s,1,1,100.00%,8.33%,0.00%
Brandon Alexander,Rim,0,0,NA,0.00%,NA
Brandon Alexander,Short MR,2,2,100.00%,16.67%,0.00%
Brandon Alexander,Long MR,2,2,100.00%,16.67%,0.00%
Brandon Alexander,NBA 3s,2,3,66.67%,25.00%,0.00%
Trenton Garrett,Left Wing 3s,0,0,NA,0.00%,NA
Trenton Garrett,Above Break,0,0,NA,0.00%,NA
Trenton Garrett,Right Wing 3s,0,0,NA,0.00%,NA
Trenton Garrett,Rim,1,2,50.00%,100.00%,0.00%
Trenton Garrett,Short MR,0,0,NA,0.00%,NA
Trenton Garrett,Long MR,0,0,NA,0.00%,NA
Trenton Garrett,NBA 3s,0,0,NA,0.00%,NA
Zac Black,Left Wing 3s,0,0,NA,0.00%,NA
Zac Black,Above Break,0,2,0.00%,50.00%,NA
Zac Black,Right Wing 3s,0,0,NA,0.00%,NA
Zac Black,Rim,0,0,NA,0.00%,NA
Zac Black,Short MR,0,2,0.00%,50.00%,NA
Zac Black,Long MR,0,0,NA,0.00%,NA
Zac Black,NBA 3s,0,0,NA,0.00%,NA
Joel Martinez,Left Wing 3s,0,0,NA,0.00%,NA
Joel Martinez,Above Break,0,1,0.00%,20.00%,NA
Joel Martinez,Right Wing 3s,1,1,100.00%,20.00%,0.00%
Joel Martinez,Rim,0,1,0.00%,20.00%,NA
Joel Martinez,Short MR,0,1,0.00%,20.00%,NA
Joel Martinez,Long MR,0,1,0.00%,20.00%,NA
Joel Martinez,NBA 3s,0,0,NA,0.00%,NA
Calvin Williams,Left Wing 3s,0,1,0.00%,25.00%,NA
Calvin Williams,Above Break,0,0,NA,0.00%,NA
Calvin Williams,Right Wing 3s,0,0,NA,0.00%,NA
Calvin Williams,Rim,0,1,0.00%,25.00%,NA
Calvin Williams,Short MR,0,2,0.00%,50.00%,NA
Calvin Williams,Long MR,0,0,NA,0.00%,NA
Calvin Williams,NBA 3s,0,0,NA,0.00%,NA
Francisco Farabello,Left Wing 3s,4,12,33.33%,26.09%,25.00%
Francisco Farabello,Above Break,4,11,36.36%,23.91%,25.00%
Francisco Farabello,Right Wing 3s,6,8,75.00%,17.39%,50.00%
Francisco Farabello,Rim,3,5,60.00%,10.87%,0.00%
Francisco Farabello,Short MR,3,7,42.86%,15.22%,33.33%
Francisco Farabello,Long MR,1,3,33.33%,6.52%,0.00%
Francisco Farabello,NBA 3s,8,21,38.10%,45.65%,50.00%
Andrew Puhl,Left Wing 3s,0,0,NA,0.00%,NA
Andrew Puhl,Above Break,0,0,NA,0.00%,NA
Andrew Puhl,Right Wing 3s,0,0,NA,0.00%,NA
Andrew Puhl,Rim,0,2,0.00%,100.00%,NA
Andrew Puhl,Short MR,0,0,NA,0.00%,NA
Andrew Puhl,Long MR,0,0,NA,0.00%,NA
Andrew Puhl,NBA 3s,0,0,NA,0.00%,NA
Justin McCormack,Left Wing 3s,0,0,NA,0.00%,NA
Justin McCormack,Above Break,0,1,0.00%,100.00%,NA
Justin McCormack,Right Wing 3s,0,0,NA,0.00%,NA
Justin McCormack,Rim,0,0,NA,0.00%,NA
Justin McCormack,Short MR,0,0,NA,0.00%,NA
Justin McCormack,Long MR,0,0,NA,0.00%,NA
Justin McCormack,NBA 3s,0,0,NA,0.00%,NA
Darian Adams,Left Wing 3s,2,4,50.00%,9.52%,100.00%
Darian Adams,Above Break,5,15,33.33%,35.71%,100.00%
Darian Adams,Right Wing 3s,3,5,60.00%,11.90%,100.00%
Darian Adams,Rim,2,6,33.33%,14.29%,0.00%
Darian Adams,Short MR,3,7,42.86%,16.67%,0.00%
Darian Adams,Long MR,1,5,20.00%,11.90%,0.00%
Darian Adams,NBA 3s,9,13,69.23%,30.95%,100.00%
Makhtar Gueye,Left Wing 3s,14,47,29.79%,10.20%,7.14%
Makhtar Gueye,Above Break,19,77,24.68%,16.70%,36.84%
Makhtar Gueye,Right Wing 3s,0,20,0.00%,4.34%,NA
Makhtar Gueye,Rim,100,132,75.76%,28.63%,31.00%
Makhtar Gueye,Short MR,24,99,24.24%,21.48%,0.00%
Makhtar Gueye,Long MR,7,86,8.14%,18.66%,0.00%
Makhtar Gueye,NBA 3s,19,90,21.11%,19.52%,36.84%
Zack Bryant,Left Wing 3s,0,0,NA,0.00%,NA
Zack Bryant,Above Break,3,4,75.00%,12.12%,66.67%
Zack Bryant,Right Wing 3s,0,1,0.00%,3.03%,NA
Zack Bryant,Rim,10,18,55.56%,54.55%,0.00%
Zack Bryant,Short MR,0,3,0.00%,9.09%,NA
Zack Bryant,Long MR,1,7,14.29%,21.21%,0.00%
Zack Bryant,NBA 3s,2,3,66.67%,9.09%,50.00%
KJ Simon,Left Wing 3s,0,1,0.00%,4.17%,NA
KJ Simon,Above Break,1,5,20.00%,20.83%,100.00%
KJ Simon,Right Wing 3s,2,3,66.67%,12.50%,100.00%
KJ Simon,Rim,9,12,75.00%,50.00%,77.78%
KJ Simon,Short MR,1,2,50.00%,8.33%,0.00%
KJ Simon,Long MR,0,1,0.00%,4.17%,NA
KJ Simon,NBA 3s,0,4,0.00%,16.67%,NA
Jalen Benjamin,Left Wing 3s,5,11,45.45%,7.05%,40.00%
Jalen Benjamin,Above Break,15,58,25.86%,37.18%,33.33%
Jalen Benjamin,Right Wing 3s,4,14,28.57%,8.97%,25.00%
Jalen Benjamin,Rim,15,24,62.50%,15.38%,13.33%
Jalen Benjamin,Short MR,7,20,35.00%,12.82%,0.00%
Jalen Benjamin,Long MR,14,29,48.28%,18.59%,0.00%
Jalen Benjamin,NBA 3s,14,50,28.00%,32.05%,28.57%
Tavin Lovan,Left Wing 3s,1,4,25.00%,3.13%,100.00%
Tavin Lovan,Above Break,0,10,0.00%,7.81%,NA
Tavin Lovan,Right Wing 3s,1,2,50.00%,1.56%,100.00%
Tavin Lovan,Rim,66,80,82.50%,62.50%,22.73%
Tavin Lovan,Short MR,7,21,33.33%,16.41%,0.00%
Tavin Lovan,Long MR,1,11,9.09%,8.59%,0.00%
Tavin Lovan,NBA 3s,1,11,9.09%,8.59%,100.00%
Charles Norman,Left Wing 3s,0,3,0.00%,13.64%,NA
Charles Norman,Above Break,1,7,14.29%,31.82%,100.00%
Charles Norman,Right Wing 3s,1,2,50.00%,9.09%,100.00%
Charles Norman,Rim,3,7,42.86%,31.82%,100.00%
Charles Norman,Short MR,2,2,100.00%,9.09%,0.00%
Charles Norman,Long MR,0,1,0.00%,4.55%,NA
Charles Norman,NBA 3s,1,5,20.00%,22.73%,100.00%
Tyreek Scott-Grayson,Left Wing 3s,1,6,16.67%,4.41%,0.00%
Tyreek Scott-Grayson,Above Break,15,40,37.50%,29.41%,40.00%
Tyreek Scott-Grayson,Right Wing 3s,5,13,38.46%,9.56%,0.00%
Tyreek Scott-Grayson,Rim,28,47,59.57%,34.56%,14.29%
Tyreek Scott-Grayson,Short MR,5,14,35.71%,10.29%,0.00%
Tyreek Scott-Grayson,Long MR,3,16,18.75%,11.76%,0.00%
Tyreek Scott-Grayson,NBA 3s,12,35,34.29%,25.74%,41.67%
Nick Stampley,Left Wing 3s,1,2,50.00%,14.29%,100.00%
Nick Stampley,Above Break,0,4,0.00%,28.57%,NA
Nick Stampley,Right Wing 3s,0,1,0.00%,7.14%,NA
Nick Stampley,Rim,1,4,25.00%,28.57%,100.00%
Nick Stampley,Short MR,0,1,0.00%,7.14%,NA
Nick Stampley,Long MR,0,2,0.00%,14.29%,NA
Nick Stampley,NBA 3s,0,3,0.00%,21.43%,NA
Ty Gordon,Left Wing 3s,2,4,50.00%,14.29%,50.00%
Ty Gordon,Above Break,4,9,44.44%,32.14%,50.00%
Ty Gordon,Right Wing 3s,0,3,0.00%,10.71%,NA
Ty Gordon,Rim,4,11,36.36%,39.29%,25.00%
Ty Gordon,Short MR,0,0,NA,0.00%,NA
Ty Gordon,Long MR,0,1,0.00%,3.57%,NA
Ty Gordon,NBA 3s,4,10,40.00%,35.71%,50.00%
Zay Williams,Left Wing 3s,0,0,NA,0.00%,NA
Zay Williams,Above Break,1,4,25.00%,13.33%,100.00%
Zay Williams,Right Wing 3s,0,0,NA,0.00%,NA
Zay Williams,Rim,7,14,50.00%,46.67%,71.43%
Zay Williams,Short MR,4,7,57.14%,23.33%,25.00%
Zay Williams,Long MR,3,5,60.00%,16.67%,33.33%
Zay Williams,NBA 3s,1,2,50.00%,6.67%,100.00%
Tamell Pearson,Left Wing 3s,0,0,NA,0.00%,NA
Tamell Pearson,Above Break,3,4,75.00%,6.67%,33.33%
Tamell Pearson,Right Wing 3s,2,4,50.00%,6.67%,50.00%
Tamell Pearson,Rim,13,23,56.52%,38.33%,7.69%
Tamell Pearson,Short MR,5,14,35.71%,23.33%,0.00%
Tamell Pearson,Long MR,5,15,33.33%,25.00%,20.00%
Tamell Pearson,NBA 3s,2,3,66.67%,5.00%,100.00%
Kassim Nicholson,Left Wing 3s,1,8,12.50%,9.76%,0.00%
Kassim Nicholson,Above Break,4,13,30.77%,15.85%,50.00%
Kassim Nicholson,Right Wing 3s,4,8,50.00%,9.76%,25.00%
Kassim Nicholson,Rim,10,19,52.63%,23.17%,10.00%
Kassim Nicholson,Short MR,10,18,55.56%,21.95%,30.00%
Kassim Nicholson,Long MR,4,16,25.00%,19.51%,0.00%
Kassim Nicholson,NBA 3s,2,13,15.38%,15.85%,0.00%
Davion Thomas,Left Wing 3s,0,0,NA,0.00%,NA
Davion Thomas,Above Break,0,2,0.00%,33.33%,NA
Davion Thomas,Right Wing 3s,0,1,0.00%,16.67%,NA
Davion Thomas,Rim,1,1,100.00%,16.67%,100.00%
Davion Thomas,Short MR,0,1,0.00%,16.67%,NA
Davion Thomas,Long MR,0,1,0.00%,16.67%,NA
Davion Thomas,NBA 3s,0,2,0.00%,33.33%,NA
Tahj Small,Left Wing 3s,0,1,0.00%,14.29%,NA
Tahj Small,Above Break,0,1,0.00%,14.29%,NA
Tahj Small,Right Wing 3s,0,1,0.00%,14.29%,NA
Tahj Small,Rim,0,2,0.00%,28.57%,NA
Tahj Small,Short MR,1,2,50.00%,28.57%,0.00%
Tahj Small,Long MR,0,0,NA,0.00%,NA
Tahj Small,NBA 3s,0,2,0.00%,28.57%,NA
Will Butler,Left Wing 3s,0,0,NA,0.00%,NA
Will Butler,Above Break,0,0,NA,0.00%,NA
Will Butler,Right Wing 3s,0,0,NA,0.00%,NA
Will Butler,Rim,35,51,68.63%,61.45%,31.43%
Will Butler,Short MR,7,19,36.84%,22.89%,0.00%
Will Butler,Long MR,8,13,61.54%,15.66%,12.50%
Will Butler,NBA 3s,0,0,NA,0.00%,NA
Tyrek Williams,Left Wing 3s,0,0,NA,0.00%,NA
Tyrek Williams,Above Break,0,0,NA,0.00%,NA
Tyrek Williams,Right Wing 3s,0,0,NA,0.00%,NA
Tyrek Williams,Rim,1,5,20.00%,83.33%,0.00%
Tyrek Williams,Short MR,0,0,NA,0.00%,NA
Tyrek Williams,Long MR,0,1,0.00%,16.67%,NA
Tyrek Williams,NBA 3s,0,0,NA,0.00%,NA
Trey Hopkins,Left Wing 3s,0,0,NA,0.00%,NA
Trey Hopkins,Above Break,0,1,0.00%,14.29%,NA
Trey Hopkins,Right Wing 3s,0,0,NA,0.00%,NA
Trey Hopkins,Rim,0,1,0.00%,14.29%,NA
Trey Hopkins,Short MR,3,3,100.00%,42.86%,0.00%
Trey Hopkins,Long MR,1,2,50.00%,28.57%,0.00%
Trey Hopkins,NBA 3s,0,1,0.00%,14.29%,NA
Tony Miller,Left Wing 3s,0,0,NA,0.00%,NA
Tony Miller,Above Break,1,2,50.00%,3.57%,100.00%
Tony Miller,Right Wing 3s,0,1,0.00%,1.79%,NA
Tony Miller,Rim,32,46,69.57%,82.14%,34.38%
Tony Miller,Short MR,3,4,75.00%,7.14%,0.00%
Tony Miller,Long MR,1,3,33.33%,5.36%,0.00%
Tony Miller,NBA 3s,1,2,50.00%,3.57%,100.00%
Daron Henson,Left Wing 3s,0,0,NA,0.00%,NA
Daron Henson,Above Break,0,1,0.00%,50.00%,NA
Daron Henson,Right Wing 3s,0,0,NA,0.00%,NA
Daron Henson,Rim,1,1,100.00%,50.00%,100.00%
Daron Henson,Short MR,0,0,NA,0.00%,NA
Daron Henson,Long MR,0,0,NA,0.00%,NA
Daron Henson,NBA 3s,0,1,0.00%,50.00%,NA
Marvin Cannon,Left Wing 3s,2,3,66.67%,6.52%,50.00%
Marvin Cannon,Above Break,3,14,21.43%,30.43%,66.67%
Marvin Cannon,Right Wing 3s,1,5,20.00%,10.87%,0.00%
Marvin Cannon,Rim,11,20,55.00%,43.48%,9.09%
