Xrim1,YRim1,XRim2,YRim2,XPaint1,YPaint1,XPaint2,YPaint2,XFC1,YFC1,XFC2,YFC2,X3P1,Y3P1,X3P2,Y3P2,XBackB1,YBackB1,XBackB2,YBackB2,HalfCX,HalfCY,HalfX2,HalfY2,BoundX,BoundY,XNBA3P,YNBA3P,Xbar1,Ybar1,Xbar2,Ybar2,Xbar3,Ybar3,Xbar4,Ybar4,Xbar5,Ybar5,Xbar6,Ybar6,Xbar7,Ybar7,Xbar8,Ybar8,Xbar9,Ybar9,Xbar10,Ybar10,Xbar11,Ybar11,Xbar12,Ybar12,Xbar13,Ybar13,Xbar14,Ybar14,Xbar15,Ybar15
3.527289729,45.19795327,93.75487871,42.56554287,17.7606383,32,79.2393617,32,24.05733503,36.77821972,72.94266497,36.77821972,21.63427566,17.82104649,75.36572434,17.82104649,2.686170213,48.39,94.31382979,48.39,43.45330327,36.77821972,48.5,2.7,-1,14.8,16.5950284,0.495132667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.516352505,45.18201613,93.72837568,42.55111126,17.7506383,32,79.2493617,32,23.99019561,36.6120623,73.00980439,36.6120623,21.39089527,17.21872582,75.60910473,17.21872582,2.686170213,48.38,94.31382979,48.38,43.52044268,36.6120623,48.5,2.8,-1,15,16.22280078,0.027317474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.505563415,45.16571894,93.70162357,42.5384449,17.7406383,32,79.2593617,32,23.92153937,36.44815531,73.07846063,36.44815531,21.1420164,16.62456299,75.8579836,16.62456299,2.686170213,48.37,94.31382979,48.37,43.58909892,36.44815531,48.5,2.9,-1,15.2,15.84664894,-0.427103214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.494925744,45.14906666,93.67465498,42.52755922,17.7306383,32,79.2693617,32,23.85138723,36.28654868,73.14861277,36.28654868,20.88771486,16.03873898,76.11228514,16.03873898,2.686170213,48.36,94.31382979,48.36,43.65925107,36.28654868,48.5,3,-1,15.4,15.46668744,-0.867990976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.484442735,45.13206437,93.64750276,42.51846749,17.7206383,32,79.2793617,32,23.77976054,36.12729165,73.22023946,36.12729165,20.62806812,15.46143224,76.37193188,15.46143224,2.686170213,48.35,94.31382979,48.35,43.73087776,36.12729165,48.5,3.1,-1,15.6,15.08303204,-1.295211514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.47411758,45.11471724,93.62019999,42.51118077,17.7106383,32,79.2893617,32,23.70668113,35.97043272,73.29331887,35.97043272,20.36315527,14.89281862,76.63684473,14.89281862,2.686170213,48.34,94.31382979,48.34,43.80395717,35.97043272,48.5,3.2,-1,15.8,14.6957996,-1.708634691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.463953423,45.09703055,93.59277994,42.50570795,17.7006383,32,79.2993617,32,23.63217126,35.81601968,73.36782874,35.81601968,20.093057,14.33307134,76.906943,14.33307134,2.686170213,48.33,94.31382979,48.33,43.87846703,35.81601968,48.5,3.3,-1,16,14.30510807,-2.108134575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.453953362,45.0790097,93.56527601,42.5020557,17.6906383,32,79.3093617,32,23.55625363,35.66409955,73.44374637,35.66409955,19.81785559,13.78236089,77.18214441,13.78236089,2.686170213,48.32,94.31382979,48.32,43.95438467,35.66409955,48.5,3.4,-1,16.2,13.91107647,-2.493589475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.444120441,45.06066017,93.53772171,42.50022846,17.6806383,32,79.3193617,32,23.47895136,35.51471863,73.52104864,35.51471863,19.53763486,13.24085502,77.46236514,13.24085502,2.686170213,48.31,94.31382979,48.31,44.03168694,35.51471863,48.5,3.5,-1,16.4,13.51382481,-2.864881977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.434457658,45.04198756,93.51015063,42.50022846,17.6706383,32,79.3293617,32,23.400288,35.3679224,73.599712,35.3679224,19.25248017,12.70871869,77.74751983,12.70871869,2.686170213,48.3,94.31382979,48.3,44.1103503,35.3679224,48.5,3.6,-1,16.6,13.1134741,-3.221898982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.424967954,45.02299754,93.48259633,42.5020557,17.6606383,32,79.3393617,32,23.32028751,35.22375558,73.67971249,35.22375558,18.96247839,12.18611398,78.03752161,12.18611398,2.686170213,48.29,94.31382979,48.29,44.19035079,35.22375558,48.5,3.7,-1,16.8,12.76274295,-3.520806633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.41565422,45.00369591,93.45509241,42.50570795,17.6506383,32,79.3493617,32,23.23897426,35.08226209,73.76102574,35.08226209,18.66771785,11.67320009,78.33228215,11.67320009,2.686170213,48.28,94.31382979,48.28,44.27166404,35.08226209,48.5,3.8,-1,17,12.787,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.406519294,44.98408854,93.42767235,42.51118077,17.6406383,32,79.3593617,32,23.15637301,34.94348504,73.84362699,34.94348504,18.36828834,11.17013326,78.63171166,11.17013326,2.686170213,48.27,94.31382979,48.27,44.35426528,34.94348504,48.5,3.9,-1,17.2,-1,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.397565958,44.96418141,93.40036958,42.51846749,17.6306383,32,79.3693617,32,23.07250894,34.80746668,73.92749106,34.80746668,18.06428107,10.67706672,78.93571893,10.67706672,2.686170213,48.26,94.31382979,48.26,44.43812936,34.80746668,48.5,4,-1,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.38879694,44.94398059,93.37321736,42.52755922,17.6206383,32,79.3793617,32,22.98740758,34.67424846,74.01259242,34.67424846,17.75578864,10.19415068,79.24421136,10.19415068,2.686170213,48.25,94.31382979,48.25,44.52323072,34.67424846,48.5,4.1,-1,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.38021491,44.92349221,93.34624877,42.5384449,17.6106383,32,79.3893617,32,22.90109485,34.54387096,74.09890515,34.54387096,17.44290502,9.721532218,79.55709498,9.721532218,2.686170213,48.24,94.31382979,48.24,44.60954344,34.54387096,48.5,4.2,-1,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.371822483,44.90272253,93.31949666,42.55111126,17.6006383,32,79.3993617,32,22.81359706,34.41637388,74.18640294,34.41637388,17.12572552,9.259355313,79.87427448,9.259355313,2.686170213,48.23,94.31382979,48.23,44.69704124,34.41637388,48.5,4.3,-1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.363622215,44.88167788,93.29299363,42.56554287,17.5906383,32,79.4093617,32,22.72494085,34.29179607,74.27505915,34.29179607,16.80434675,8.807760745,80.19565325,8.807760745,2.686170213,48.22,94.31382979,48.22,44.78569745,34.29179607,48.5,4.4,-1,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.355616603,44.86036465,93.26677196,42.58172214,17.5806383,32,79.4193617,32,22.63515323,34.17017547,74.36484677,34.17017547,16.47886661,8.366886073,80.52113339,8.366886073,2.686170213,48.21,94.31382979,48.21,44.87548507,34.17017547,48.5,4.5,-1,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.347808088,44.83878936,93.24086361,42.59962936,17.5706383,32,79.4293617,32,22.54426154,34.05154913,74.45573846,34.05154913,16.14938425,7.936865594,80.85061575,7.936865594,2.686170213,48.2,94.31382979,48.2,44.96637676,34.05154913,48.5,4.6,-1,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.340199046,44.81695855,93.21530015,42.61924272,17.5606383,32,79.4393617,32,22.45229348,33.93595318,74.54770652,33.93595318,15.81600002,7.517830294,81.18399998,7.517830294,2.686170213,48.19,94.31382979,48.19,45.05834482,33.93595318,48.5,4.7,-1,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.332791796,44.7948789,93.1901127,42.64053832,17.5506383,32,79.4493617,32,22.35927705,33.82342285,74.64072295,33.82342285,15.47881549,7.109907817,81.52118451,7.109907817,2.686170213,48.18,94.31382979,48.18,45.15136125,33.82342285,48.5,4.8,-1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.325588595,44.77255711,93.16533197,42.66349021,17.5406383,32,79.4593617,32,22.2652406,33.71399239,74.7347594,33.71399239,15.13793335,6.713222419,81.86206665,6.713222419,2.686170213,48.17,94.31382979,48.17,45.2453977,33.71399239,48.5,4.9,-1,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.318591636,44.75,93.14098815,42.68807044,17.5306383,32,79.4693617,32,22.17021277,33.60769515,74.82978723,33.60769515,14.79345745,6.327894935,82.20654255,6.327894935,2.686170213,48.16,94.31382979,48.16,45.34042553,33.60769515,48.5,5,-1,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.31180305,44.72721443,93.11711088,42.71424905,17.5206383,32,79.4793617,32,22.07422249,33.50456351,74.92577751,33.50456351,14.44549271,5.954042739,82.55450729,5.954042739,2.686170213,48.15,94.31382979,48.15,45.4364158,33.50456351,48.5,5.1,-1,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.305224907,44.70420734,93.09372927,42.74199415,17.5106383,32,79.4893617,32,21.97729902,33.40462889,75.02270098,33.40462889,14.09414513,5.591779711,82.90585487,5.591779711,2.686170213,48.14,94.31382979,48.14,45.53333927,33.40462889,48.5,5.2,-1,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.298859208,44.68098575,93.0708718,42.77127193,17.5006383,32,79.4993617,32,21.87947188,33.30792171,75.12052812,33.30792171,13.73952174,5.241216198,83.26047826,5.241216198,2.686170213,48.13,94.31382979,48.13,45.63116642,33.30792171,48.5,5.3,-1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.292707894,44.65755672,93.04856632,42.80204673,17.4906383,32,79.5093617,32,21.78077086,33.21447144,75.21922914,33.21447144,13.38173055,4.902458986,83.61826945,4.902458986,2.686170213,48.12,94.31382979,48.12,45.72986743,33.21447144,48.5,5.4,-1,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.286772838,44.63392739,93.02684001,42.83428106,17.4806383,32,79.5193617,32,21.68122604,33.12430656,75.31877396,33.12430656,13.02088055,4.575611264,83.97911945,4.575611264,2.686170213,48.11,94.31382979,48.11,45.82941226,33.12430656,48.5,5.5,-1,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.281055849,44.61010496,93.00571933,42.86793563,17.4706383,32,79.5293617,32,21.58086772,33.03745451,75.41913228,33.03745451,12.65708167,4.260772593,84.34291833,4.260772593,2.686170213,48.1,94.31382979,48.1,45.92977057,33.03745451,48.5,5.6,-1,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.275558666,44.58609669,92.98523002,42.90296945,17.4606383,32,79.5393617,32,21.47972649,32.95394176,75.52027351,32.95394176,12.29044471,3.958038875,84.70955529,3.958038875,2.686170213,48.09,94.31382979,48.09,46.03091181,32.95394176,48.5,5.7,-1,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.270282966,44.56190989,92.96539704,42.93933983,17.4506383,32,79.5493617,32,21.37783315,32.87379375,75.62216685,32.87379375,11.92108135,3.667502326,85.07891865,3.667502326,2.686170213,48.08,94.31382979,48.08,46.13280514,32.87379375,48.5,5.8,-1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.265230355,44.53755192,92.94624455,42.97700246,17.4406383,32,79.5593617,32,21.27521874,32.79703488,75.72478126,32.79703488,11.54910412,3.389251447,85.45089588,3.389251447,2.686170213,48.07,94.31382979,48.07,46.23541955,32.79703488,48.5,5.9,-1,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.260402371,44.51303021,92.92779589,43.01591146,17.4306383,32,79.5693617,32,21.17191452,32.72368855,75.82808548,32.72368855,11.17462632,3.123370996,85.82537368,3.123370996,2.686170213,48.06,94.31382979,48.06,46.33872378,32.72368855,48.5,6,-1,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.255800487,44.48835223,92.91007354,43.05601941,17.4206383,32,79.5793617,32,21.06795195,32.65377709,75.93204805,32.65377709,10.79776201,2.869941961,86.20223799,2.869941961,2.686170213,48.05,94.31382979,48.05,46.44268634,32.65377709,48.5,6.1,-1,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.251426103,44.46352549,92.89309908,43.09727747,17.4106383,32,79.5893617,32,20.96336271,32.5873218,76.03663729,32.5873218,10.41862599,2.629041541,86.58137401,2.629041541,2.686170213,48.04,94.31382979,48.04,46.54727559,32.5873218,48.5,6.2,-1,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.247280552,44.43855756,92.8768932,43.13963535,17.4006383,32,79.5993617,32,20.85817864,32.52434293,76.14182136,32.52434293,10.03733376,2.400743116,86.96266624,2.400743116,2.686170213,48.03,94.31382979,48.03,46.65245965,32.52434293,48.5,6.3,-1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.243365097,44.41345603,92.86147564,43.18304145,17.3906383,32,79.6093617,32,20.7524318,32.46485965,76.2475682,32.46485965,9.654001451,2.185116227,87.34599855,2.185116227,2.686170213,48.02,94.31382979,48.02,46.7582065,32.46485965,48.5,6.4,-1,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.23968093,44.38822857,92.84686519,43.22744289,17.3806383,32,79.6193617,32,20.64615439,32.40889008,76.35384561,32.40889008,9.268745839,1.982226556,87.73125416,1.982226556,2.686170213,48.01,94.31382979,48.01,46.86448391,32.40889008,48.5,6.5,-1,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.236229174,44.36288284,92.83307965,43.27278557,17.3706383,32,79.6293617,32,20.53937879,32.35645128,76.46062121,32.35645128,8.881684273,1.792135907,88.11831573,1.792135907,2.686170213,48,94.31382979,48,46.97125951,32.35645128,48.5,6.6,-1,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.23301088,44.33742658,92.8201358,43.31901425,17.3606383,32,79.6393617,32,20.43213751,32.30755922,76.56786249,32.30755922,8.492934657,1.614902182,88.50706534,1.614902182,2.686170213,47.99,94.31382979,47.99,47.07850078,32.30755922,48.5,6.7,-1,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.230027028,44.31186754,92.80804943,43.36607261,17.3506383,32,79.6493617,32,20.32446324,32.26222879,76.67553676,32.26222879,8.102615407,1.450579368,88.89738459,1.450579368,2.686170213,47.98,94.31382979,47.98,47.18617506,32.26222879,48.5,6.8,-1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.227278528,44.28621349,92.79683526,43.41390331,17.3406383,32,79.6593617,32,20.21638876,32.2204738,76.78361124,32.2204738,7.317744027,1.160862744,89.68225597,1.160862744,2.686170213,47.97,94.31382979,47.97,47.29424954,32.2204738,48.5,6.9,-1,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.224766216,44.26047227,92.78650695,43.46244808,17.3306383,32,79.6693617,32,20.107947,32.18230696,76.892053,32.18230696,6.923430977,1.035557184,90.07656902,1.035557184,2.686170213,47.96,94.31382979,47.96,47.4026913,32.18230696,48.5,7,-1,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.222490859,44.2346517,92.77707708,43.51164777,17.3206383,32,79.6793617,32,19.99917098,32.14773991,77.00082902,32.14773991,6.528026379,0.92333901,90.47197362,0.92333901,2.686170213,47.95,94.31382979,47.95,47.51146732,32.14773991,48.5,7.1,-1,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.220453148,44.20875965,92.76855715,43.56144244,17.3106383,32,79.6893617,32,19.89009385,32.11678318,77.10990615,32.11678318,6.131650678,0.824242404,90.86834932,0.824242404,2.686170213,47.94,94.31382979,47.94,47.62054445,32.11678318,48.5,7.2,-1,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.218653705,44.18280402,92.76095753,43.61177143,17.3006383,32,79.6993617,32,19.78074883,32.08944618,77.21925117,32.08944618,5.734424612,0.738297551,91.26557539,0.738297551,2.686170213,47.93,94.31382979,47.93,47.72988947,32.08944618,48.5,7.3,-1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.217093077,44.15679269,92.75428748,43.66257342,17.2906383,32,79.7093617,32,19.67116923,32.06573726,77.32883077,32.06573726,5.336469182,0.665530633,91.66353082,0.665530633,2.686170213,47.92,94.31382979,47.92,47.83946907,32.06573726,48.5,7.4,-1,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.215771741,44.13073361,92.74855512,43.71378651,17.2806383,32,79.7193617,32,19.56138842,32.04566362,77.43861158,32.04566362,4.937905607,0.605963814,92.06209439,0.605963814,2.686170213,47.91,94.31382979,47.91,47.94924988,32.04566362,48.5,7.5,-1,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.214690099,44.10463471,92.74376745,43.7653483,17.2706383,32,79.7293617,32,19.45143984,32.0292314,77.54856016,32.0292314,4.538855296,0.559615238,92.4611447,0.559615238,2.686170213,47.9,94.31382979,47.9,48.05919845,32.0292314,48.5,7.6,-1,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.213848479,44.07850393,92.7399303,43.81719598,17.2606383,32,79.7393617,32,19.341357,32.01644558,77.658643,32.01644558,4.139439801,0.526499025,92.8605602,0.526499025,2.686170213,47.89,94.31382979,47.89,48.1692813,32.01644558,48.5,7.7,-1,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.213247139,44.05234925,92.73704834,43.86926639,17.2506383,32,79.7493617,32,19.23117342,32.00731008,77.76882658,32.00731008,3.739780789,0.506625261,93.26021921,0.506625261,2.686170213,47.88,94.31382979,47.88,48.27946488,32.00731008,48.5,7.8,-1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.212886262,44.02617861,92.73512507,43.92149607,17.2406383,32,79.7593617,32,19.12092265,32.00182766,77.87907735,32.00182766,3.34,0.5,93.66,0.5,2.686170213,38.36,94.31382979,38.36,48.38971564,32.00182766,48.5,7.9,-1,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.212765957,44,92.73416286,43.97382139,-1,32,98,32,19.0106383,32,77.9893617,32,-1,0.5,98,0.5,2.949468085,38.36,94.05053191,38.36,48.5,32,48.5,98,-1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.212886262,43.97382139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.213247139,43.94765075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.213848479,43.92149607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.214690099,43.89536529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.215771741,43.86926639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.217093077,43.84320731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.218653705,43.81719598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.220453148,43.79124035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.222490859,43.7653483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.224766216,43.73952773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.227278528,43.71378651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.230027028,43.68813246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.23301088,43.66257342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.236229174,43.63711716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.23968093,43.61177143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.243365097,43.58654397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.247280552,43.56144244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.251426103,43.53647451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.255800487,43.51164777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.260402371,43.48696979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.265230355,43.46244808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.270282966,43.43809011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.275558666,43.41390331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.281055849,43.38989504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.286772838,43.36607261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.292707894,43.34244328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.298859208,43.31901425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.305224907,43.29579266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.31180305,43.27278557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.318591636,43.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.325588595,43.22744289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.332791796,43.2051211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.340199046,43.18304145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.347808088,43.16121064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.355616603,43.13963535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.363622215,43.11832212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.371822483,43.09727747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.38021491,43.07650779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.38879694,43.05601941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.397565958,43.03581859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.406519294,43.01591146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.41565422,42.99630409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.424967954,42.97700246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.434457658,42.95801244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.444120441,42.93933983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.453953362,42.9209903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.463953423,42.90296945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.47411758,42.88528276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.484442735,42.86793563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.494925744,42.85093334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.505563415,42.83428106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.516352505,42.81798387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.527289729,42.80204673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.538371756,42.78647451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.549595209,42.77127193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.560956669,42.75644364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.572452677,42.74199415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.58407973,42.72792786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.595834287,42.71424905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.607712766,42.70096189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.61971155,42.68807044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.631826984,42.67557861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.644055377,42.66349021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.656393004,42.65180893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.668836107,42.64053832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.681380896,42.62968181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.69402355,42.61924272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
